Genero_Usuario,Idade_Usuario,Veiculo,Loja_Aluguel,Data_Aluguel,Hora_Aluguel,Loja_Devolucao,Data_Devolucao,Hora_Devolucao
F,24,7755,46,01/02/2020,18:30:38,398,01/02/2020,19:04:24
M,28,4147,69,01/02/2020,18:30:50,79,01/02/2020,18:38:45
M,28,8724,299,01/02/2020,18:30:59,74,01/02/2020,18:40:19
F,26,9749,69,01/02/2020,18:31:02,79,01/02/2020,18:38:42
M,30,10876,271,01/02/2020,18:31:03,103,01/02/2020,18:41:02
M,17,12265,2,01/02/2020,18:31:04,340,01/02/2020,18:59:48
M,26,12325,70,01/02/2020,18:31:09,129,01/02/2020,18:40:58
M,54,11227,51,01/02/2020,18:31:10,64,01/02/2020,18:36:34
M,29,9786,416,01/02/2020,18:31:22,295,01/02/2020,18:45:12
M,27,10885,13,01/02/2020,18:31:45,448,01/02/2020,18:46:32
M,35,7731,396,01/02/2020,18:31:50,424,01/02/2020,18:34:56
M,27,15173,222,01/02/2020,18:32:00,155,01/02/2020,18:54:17
M,25,8807,135,01/02/2020,18:32:02,142,01/02/2020,18:40:26
M,60,10060,19,01/02/2020,18:32:06,15,01/02/2020,18:39:33
M,54,7173,181,01/02/2020,18:32:15,74,01/02/2020,18:35:38
F,30,2824,158,01/02/2020,18:32:23,147,01/02/2020,18:37:46
M,40,9274,215,01/02/2020,18:32:29,216,01/02/2020,18:45:32
M,31,6844,115,01/02/2020,18:32:32,98,01/02/2020,18:38:06
M,32,15251,469,01/02/2020,18:32:39,247,01/02/2020,18:37:52
F,48,7922,286,01/02/2020,18:32:39,312,01/02/2020,18:37:50
F,33,12478,60,01/02/2020,18:32:48,234,01/02/2020,18:47:52
M,25,8412,72,01/02/2020,18:32:51,303,01/02/2020,18:43:28
M,30,10351,320,01/02/2020,18:32:56,292,01/02/2020,18:42:46
M,40,9408,398,01/02/2020,18:32:57,343,01/02/2020,18:40:55
M,50,7973,31,01/02/2020,18:33:00,122,01/02/2020,18:48:42
M,22,11708,110,01/02/2020,18:33:16,34,01/02/2020,18:46:11
F,24,12485,56,01/02/2020,18:33:19,60,01/02/2020,18:42:09
M,18,10874,110,01/02/2020,18:33:23,34,01/02/2020,18:46:14
F,36,10460,64,01/02/2020,18:33:24,1,01/02/2020,18:54:35
M,25,9394,413,01/02/2020,18:33:32,400,01/02/2020,18:37:55
F,37,7659,284,01/02/2020,18:33:34,286,01/02/2020,18:39:04
M,60,12470,150,01/02/2020,18:33:40,162,01/02/2020,18:37:55
M,46,9439,146,01/02/2020,18:33:42,151,01/02/2020,18:38:54
M,38,8225,41,01/02/2020,18:33:45,103,01/02/2020,18:43:59
M,27,9118,433,01/02/2020,18:33:47,376,01/02/2020,18:41:35
M,26,7939,443,01/02/2020,18:33:56,117,01/02/2020,19:10:21
M,30,7261,347,01/02/2020,18:34:03,171,01/02/2020,18:50:10
M,43,9898,49,01/02/2020,18:34:08,62,01/02/2020,18:40:24
M,45,8430,88,01/02/2020,18:34:13,271,01/02/2020,18:44:54
F,34,8494,85,01/02/2020,18:34:15,174,01/02/2020,18:39:01
M,25,4181,133,01/02/2020,18:34:18,117,01/02/2020,18:39:49
M,31,7039,36,01/02/2020,18:34:28,54,01/02/2020,18:38:26
M,39,10344,82,01/02/2020,18:34:30,448,01/02/2020,18:41:39
F,27,7797,50,01/02/2020,18:34:30,60,01/02/2020,18:42:11
M,26,7979,136,01/02/2020,18:34:32,2,01/02/2020,18:54:15
F,23,11639,50,01/02/2020,18:34:41,64,01/02/2020,18:40:17
M,26,11068,103,01/02/2020,18:34:41,159,01/02/2020,19:02:52
M,21,11336,369,01/02/2020,18:34:43,256,01/02/2020,19:02:19
M,21,8059,92,01/02/2020,18:34:43,122,01/02/2020,18:48:20
M,55,15112,190,01/02/2020,18:34:44,260,01/02/2020,19:01:03
M,17,12329,424,01/02/2020,18:34:47,413,01/02/2020,18:37:48
M,39,6999,121,01/02/2020,18:35:01,126,01/02/2020,18:53:34
M,47,6907,3,01/02/2020,18:35:06,85,01/02/2020,19:13:32
M,26,11661,398,01/02/2020,18:35:15,358,01/02/2020,18:40:01
M,57,11862,96,01/02/2020,18:35:16,19,01/02/2020,18:45:14
M,32,11504,195,01/02/2020,18:35:22,83,01/02/2020,18:54:33
F,21,12144,52,01/02/2020,18:35:25,52,01/02/2020,18:38:56
M,36,8883,107,01/02/2020,18:35:29,274,01/02/2020,18:46:47
M,25,11259,341,01/02/2020,18:35:35,440,01/02/2020,18:57:09
M,35,9703,255,01/02/2020,18:35:37,1,01/02/2020,18:42:15
F,25,10591,187,01/02/2020,18:35:39,60,01/02/2020,18:43:00
M,19,8504,427,01/02/2020,18:35:42,432,01/02/2020,19:08:14
M,33,9238,412,01/02/2020,18:35:42,336,01/02/2020,19:19:58
M,32,9294,341,01/02/2020,18:35:48,440,01/02/2020,18:57:42
M,27,4097,69,01/02/2020,18:36:11,161,01/02/2020,18:41:59
M,24,7044,173,01/02/2020,18:36:20,374,01/02/2020,18:49:43
M,33,1009,150,01/02/2020,18:36:25,76,01/02/2020,18:40:05
F,30,11508,147,01/02/2020,18:36:38,161,01/02/2020,18:47:15
M,47,6870,119,01/02/2020,18:36:48,163,01/02/2020,18:48:50
M,58,3820,206,01/02/2020,18:36:57,212,01/02/2020,18:45:19
M,36,7936,13,01/02/2020,18:36:59,86,01/02/2020,18:44:52
M,48,7513,34,01/02/2020,18:37:02,151,01/02/2020,19:04:18
F,26,7996,118,01/02/2020,18:37:02,64,01/02/2020,18:51:37
F,25,10304,74,01/02/2020,18:37:04,303,01/02/2020,18:47:55
F,44,10088,43,01/02/2020,18:37:04,99,01/02/2020,18:42:30
F,32,7082,292,01/02/2020,18:37:10,119,01/02/2020,18:57:22
M,42,12284,321,01/02/2020,18:37:17,430,01/02/2020,18:53:04
M,28,8330,274,01/02/2020,18:37:22,259,01/02/2020,18:42:26
M,22,8896,15,01/02/2020,18:37:35,87,01/02/2020,18:55:12
M,28,9077,74,01/02/2020,18:37:37,303,01/02/2020,18:47:18
M,40,12007,121,01/02/2020,18:37:38,86,01/02/2020,18:41:44
F,30,8941,172,01/02/2020,18:38:00,136,01/02/2020,18:51:18
M,53,11342,24,01/02/2020,18:38:04,24,01/02/2020,18:44:15
M,25,7574,232,01/02/2020,18:38:08,63,01/02/2020,18:48:02
M,33,8492,80,01/02/2020,18:38:17,136,01/02/2020,18:45:10
F,57,8738,24,01/02/2020,18:38:30,150,01/02/2020,19:21:32
M,24,9826,242,01/02/2020,18:38:38,31,01/02/2020,19:16:14
M,24,8870,219,01/02/2020,18:38:40,208,01/02/2020,18:45:30
M,41,8771,412,01/02/2020,18:38:41,443,01/02/2020,18:44:45
M,39,15087,33,01/02/2020,18:38:51,33,01/02/2020,19:02:02
M,54,8432,145,01/02/2020,18:38:53,158,01/02/2020,18:44:49
M,35,11590,285,01/02/2020,18:38:56,306,01/02/2020,18:43:24
M,33,9542,152,01/02/2020,18:39:06,152,01/02/2020,19:17:35
M,42,11629,18,01/02/2020,18:39:11,186,01/02/2020,18:57:12
M,22,7113,15,01/02/2020,18:39:11,23,01/02/2020,18:40:53
M,30,7684,285,01/02/2020,18:39:12,171,01/02/2020,18:41:34
M,30,8677,35,01/02/2020,18:39:17,34,01/02/2020,19:02:54
M,21,10965,52,01/02/2020,18:39:18,272,01/02/2020,18:52:13
M,23,10548,64,01/02/2020,18:39:19,36,01/02/2020,18:47:58
M,50,12019,106,01/02/2020,18:39:28,262,01/02/2020,18:46:43
F,56,11457,282,01/02/2020,18:39:39,393,01/02/2020,18:56:01
F,31,9705,135,01/02/2020,18:39:41,405,01/02/2020,19:07:22
M,29,8640,52,01/02/2020,18:39:42,27,01/02/2020,18:54:40
M,28,10476,271,01/02/2020,18:39:44,90,01/02/2020,18:57:04
F,31,11501,359,01/02/2020,18:39:46,321,01/02/2020,18:50:03
F,25,8008,240,01/02/2020,18:39:47,206,01/02/2020,19:17:18
F,32,10541,134,01/02/2020,18:39:50,164,01/02/2020,18:57:29
M,17,4202,414,01/02/2020,18:39:53,416,01/02/2020,18:47:12
M,19,6793,271,01/02/2020,18:39:56,183,01/02/2020,18:52:02
M,42,9447,184,01/02/2020,18:39:58,184,01/02/2020,18:49:46
M,42,9404,456,01/02/2020,18:40:09,294,01/02/2020,19:12:30
M,39,10456,174,01/02/2020,18:40:23,9,01/02/2020,18:52:16
M,48,12293,455,01/02/2020,18:40:23,156,01/02/2020,19:25:01
M,43,4370,195,01/02/2020,18:40:28,450,01/02/2020,19:00:55
M,35,8776,112,01/02/2020,18:40:32,62,01/02/2020,18:59:13
F,31,7479,26,01/02/2020,18:40:32,234,01/02/2020,19:07:32
F,30,3281,259,01/02/2020,18:40:35,176,01/02/2020,18:45:24
M,22,7533,66,01/02/2020,18:40:46,76,01/02/2020,18:45:25
M,33,9967,9,01/02/2020,18:40:52,1,01/02/2020,18:45:09
M,31,10111,444,01/02/2020,18:40:54,402,01/02/2020,18:47:33
M,32,9348,195,01/02/2020,18:40:57,1,01/02/2020,19:10:52
M,40,7734,165,01/02/2020,18:41:01,124,01/02/2020,18:52:48
F,21,8305,52,01/02/2020,18:41:04,272,01/02/2020,18:52:33
M,26,4224,40,01/02/2020,18:41:05,58,01/02/2020,18:47:06
F,27,8805,185,01/02/2020,18:41:16,166,01/02/2020,18:47:50
M,24,9212,226,01/02/2020,18:41:44,60,01/02/2020,18:52:59
M,22,4229,141,01/02/2020,18:41:58,63,01/02/2020,18:49:17
M,27,6886,394,01/02/2020,18:42:16,409,01/02/2020,18:52:04
F,26,8495,118,01/02/2020,18:42:31,134,01/02/2020,18:52:21
M,48,7408,42,01/02/2020,18:42:44,45,01/02/2020,18:45:05
M,21,9496,375,01/02/2020,18:42:46,321,01/02/2020,18:49:19
M,39,8072,259,01/02/2020,18:42:55,271,01/02/2020,18:47:15
M,56,6866,11,01/02/2020,18:43:05,136,01/02/2020,18:54:46
F,30,12022,103,01/02/2020,18:43:20,138,01/02/2020,18:58:46
M,34,15142,449,01/02/2020,18:43:21,190,01/02/2020,18:53:58
M,28,12026,27,01/02/2020,18:43:21,272,01/02/2020,18:56:05
M,24,8168,197,01/02/2020,18:43:27,208,01/02/2020,18:53:36
M,31,9114,254,01/02/2020,18:43:35,111,01/02/2020,18:48:39
M,48,11881,6,01/02/2020,18:43:38,217,01/02/2020,19:00:09
F,27,11865,126,01/02/2020,18:43:48,137,01/02/2020,18:50:48
M,49,1299,47,01/02/2020,18:44:00,15,01/02/2020,18:49:44
M,30,11898,448,01/02/2020,18:44:07,82,01/02/2020,19:01:48
M,20,6991,470,01/02/2020,18:44:11,470,01/02/2020,19:35:40
M,23,3876,40,01/02/2020,18:44:28,51,01/02/2020,18:48:03
F,38,8812,254,01/02/2020,18:44:31,105,01/02/2020,19:05:36
M,35,7001,269,01/02/2020,18:44:36,87,01/02/2020,18:55:52
M,36,10728,185,01/02/2020,18:44:46,308,01/02/2020,18:58:22
M,27,12517,159,01/02/2020,18:44:48,276,01/02/2020,18:53:03
F,26,11278,184,01/02/2020,18:44:58,134,01/02/2020,19:18:21
M,23,11851,478,01/02/2020,18:45:04,35,01/02/2020,18:59:14
F,53,8275,429,01/02/2020,18:45:05,368,01/02/2020,19:04:11
M,52,9626,453,01/02/2020,18:45:07,237,01/02/2020,18:52:47
F,27,7687,321,01/02/2020,18:45:15,401,01/02/2020,18:54:04
M,38,10100,136,01/02/2020,18:45:30,138,01/02/2020,18:49:59
F,29,11741,99,01/02/2020,18:45:33,15,01/02/2020,19:00:27
M,34,10819,184,01/02/2020,18:45:36,134,01/02/2020,19:18:19
M,24,8040,52,01/02/2020,18:45:37,272,01/02/2020,18:56:47
M,32,8372,140,01/02/2020,18:45:40,2,01/02/2020,19:09:11
F,26,10564,123,01/02/2020,18:45:51,120,01/02/2020,18:50:52
M,31,12460,125,01/02/2020,18:45:52,134,01/02/2020,18:55:14
F,42,7813,194,01/02/2020,18:46:03,251,01/02/2020,18:54:16
M,26,10020,19,01/02/2020,18:46:08,16,01/02/2020,18:49:56
M,29,11072,70,01/02/2020,18:46:09,39,01/02/2020,18:57:52
M,28,9322,106,01/02/2020,18:46:19,96,01/02/2020,18:56:04
F,28,7164,70,01/02/2020,18:46:23,39,01/02/2020,19:00:32
M,45,11287,133,01/02/2020,18:46:33,48,01/02/2020,19:01:24
M,24,11055,77,01/02/2020,18:46:35,71,01/02/2020,19:10:04
M,34,9503,64,01/02/2020,18:46:38,47,01/02/2020,18:53:27
M,27,7094,54,01/02/2020,18:46:48,78,01/02/2020,18:54:07
M,31,11216,97,01/02/2020,18:46:51,104,01/02/2020,18:53:15
M,39,8218,113,01/02/2020,18:46:54,107,01/02/2020,18:51:41
F,33,11953,31,01/02/2020,18:46:59,15,01/02/2020,18:54:17
F,27,11159,179,01/02/2020,18:47:01,163,01/02/2020,18:53:19
M,35,7195,90,01/02/2020,18:47:02,87,01/02/2020,18:55:45
M,35,10155,31,01/02/2020,18:47:10,15,01/02/2020,18:54:18
F,27,10279,104,01/02/2020,18:47:22,88,01/02/2020,19:04:06
M,53,9395,24,01/02/2020,18:47:29,150,01/02/2020,19:20:07
M,23,8813,20,01/02/2020,18:47:31,20,01/02/2020,19:18:07
M,30,11132,171,01/02/2020,18:47:34,285,01/02/2020,18:50:44
F,27,11824,104,01/02/2020,18:47:36,88,01/02/2020,19:04:20
M,34,9328,367,01/02/2020,18:47:55,418,01/02/2020,18:55:40
F,58,11670,124,01/02/2020,18:48:00,123,01/02/2020,18:51:04
M,54,10772,64,01/02/2020,18:48:01,84,01/02/2020,18:53:48
F,31,11990,113,01/02/2020,18:48:01,137,01/02/2020,18:58:19
M,29,7251,394,01/02/2020,18:48:10,416,01/02/2020,19:06:41
M,33,1897,70,01/02/2020,18:48:13,61,01/02/2020,18:50:39
M,35,9365,1,01/02/2020,18:48:16,255,01/02/2020,18:53:55
F,28,11010,197,01/02/2020,18:48:23,210,01/02/2020,18:59:30
M,20,10103,366,01/02/2020,18:48:24,433,01/02/2020,19:01:08
M,43,9032,1,01/02/2020,18:48:39,91,01/02/2020,19:14:44
M,22,7500,23,01/02/2020,18:48:55,125,01/02/2020,18:58:47
M,19,11674,404,01/02/2020,18:48:56,320,01/02/2020,19:01:17
M,33,6881,1,01/02/2020,18:49:08,9,01/02/2020,18:56:00
M,22,9114,111,01/02/2020,18:49:10,103,01/02/2020,18:51:45
M,60,12396,162,01/02/2020,18:49:24,164,01/02/2020,18:52:38
M,45,4063,149,01/02/2020,18:49:41,123,01/02/2020,18:56:02
M,22,11177,48,01/02/2020,18:49:43,48,01/02/2020,19:07:25
M,55,9950,359,01/02/2020,18:49:58,367,01/02/2020,18:59:49
M,36,10197,274,01/02/2020,18:50:07,174,01/02/2020,19:02:51
M,63,7628,150,01/02/2020,18:50:09,170,01/02/2020,19:05:13
F,37,9994,134,01/02/2020,18:50:13,76,01/02/2020,19:05:07
M,42,4143,248,01/02/2020,18:50:15,32,01/02/2020,18:55:53
M,22,10180,465,01/02/2020,18:50:15,43,01/02/2020,19:17:06
M,50,11852,93,01/02/2020,18:50:19,106,01/02/2020,19:01:41
M,32,4369,68,01/02/2020,18:50:23,116,01/02/2020,19:02:01
M,26,11373,301,01/02/2020,18:50:24,390,01/02/2020,19:03:08
M,36,6829,134,01/02/2020,18:50:24,76,01/02/2020,19:05:02
M,27,8002,106,01/02/2020,18:50:40,90,01/02/2020,18:58:19
M,26,9773,405,01/02/2020,18:50:50,412,01/02/2020,18:56:21
M,29,10841,312,01/02/2020,18:50:58,305,01/02/2020,19:06:50
M,25,11041,312,01/02/2020,18:51:09,312,01/02/2020,18:53:51
M,32,10253,84,01/02/2020,18:51:12,37,01/02/2020,19:03:28
M,38,9723,278,01/02/2020,18:51:38,278,01/02/2020,19:02:52
F,29,8505,158,01/02/2020,18:51:42,156,01/02/2020,18:58:29
F,29,10634,217,01/02/2020,18:51:45,119,01/02/2020,19:13:38
M,43,10907,310,01/02/2020,18:51:47,329,01/02/2020,18:56:09
M,27,4085,291,01/02/2020,18:51:50,295,01/02/2020,19:02:56
M,34,7523,331,01/02/2020,18:51:52,77,01/02/2020,19:01:26
F,28,9091,61,01/02/2020,18:52:07,63,01/02/2020,18:57:02
M,30,7620,57,01/02/2020,18:52:09,4,01/02/2020,19:01:43
F,27,15157,190,01/02/2020,18:52:29,190,01/02/2020,19:09:48
M,43,9864,165,01/02/2020,18:52:30,69,01/02/2020,18:59:48
M,54,4013,12,01/02/2020,18:52:45,30,01/02/2020,18:58:19
M,27,9687,27,01/02/2020,18:52:52,34,01/02/2020,19:16:19
F,24,10905,452,01/02/2020,18:53:00,304,01/02/2020,19:16:52
M,35,12264,404,01/02/2020,18:53:08,339,01/02/2020,19:08:51
M,44,12359,232,01/02/2020,18:53:35,107,01/02/2020,19:16:09
M,73,7976,86,01/02/2020,18:53:37,270,01/02/2020,19:00:45
M,33,9057,47,01/02/2020,18:53:39,42,01/02/2020,19:29:39
M,29,10898,187,01/02/2020,18:53:40,398,01/02/2020,19:17:57
M,30,7308,1,01/02/2020,18:53:54,114,01/02/2020,19:02:58
M,28,9495,465,01/02/2020,18:53:55,206,01/02/2020,19:03:03
F,25,10048,53,01/02/2020,18:53:55,47,01/02/2020,19:03:07
M,39,7930,11,01/02/2020,18:54:10,2,01/02/2020,19:01:36
M,63,4233,73,01/02/2020,18:54:20,54,01/02/2020,18:59:43
M,38,11558,161,01/02/2020,18:54:21,153,01/02/2020,18:56:01
M,24,8784,400,01/02/2020,18:54:26,425,01/02/2020,18:57:17
F,32,10375,153,01/02/2020,18:54:29,145,01/02/2020,19:04:50
M,46,15218,467,01/02/2020,18:54:45,241,01/02/2020,19:04:13
M,32,11691,41,01/02/2020,18:54:45,213,01/02/2020,19:33:53
M,32,8957,259,01/02/2020,18:54:53,52,01/02/2020,19:28:41
F,21,8980,103,01/02/2020,18:55:04,256,01/02/2020,19:00:03
F,42,10886,237,01/02/2020,18:55:26,476,01/02/2020,19:16:56
M,32,8689,72,01/02/2020,18:55:31,79,01/02/2020,18:59:53
M,47,11161,74,01/02/2020,18:55:37,74,01/02/2020,18:58:56
M,33,11634,140,01/02/2020,18:55:51,6,01/02/2020,19:13:23
M,28,11394,134,01/02/2020,18:56:05,182,01/02/2020,19:17:49
M,38,7667,153,01/02/2020,18:56:10,156,01/02/2020,19:38:17
F,29,7707,140,01/02/2020,18:56:18,6,01/02/2020,19:13:15
F,34,8096,276,01/02/2020,18:56:30,120,01/02/2020,19:13:41
M,55,8652,78,01/02/2020,18:56:42,186,01/02/2020,19:22:37
M,30,4037,91,01/02/2020,18:56:43,19,01/02/2020,19:13:36
M,26,11934,69,01/02/2020,18:56:44,127,01/02/2020,19:05:17
M,58,15217,222,01/02/2020,18:56:46,247,01/02/2020,19:07:25
M,18,11308,18,01/02/2020,18:56:50,182,01/02/2020,19:28:37
F,31,6921,117,01/02/2020,18:56:55,116,01/02/2020,19:01:36
M,39,3282,182,01/02/2020,18:56:58,182,01/02/2020,19:31:24
M,26,9393,392,01/02/2020,18:56:59,398,01/02/2020,19:02:43
M,25,12451,312,01/02/2020,18:57:00,305,01/02/2020,19:06:55
M,34,12110,280,01/02/2020,18:57:03,295,01/02/2020,18:59:44
M,32,9663,117,01/02/2020,18:57:07,116,01/02/2020,19:00:38
M,53,7495,32,01/02/2020,18:57:10,27,01/02/2020,19:02:12
F,31,9092,165,01/02/2020,18:57:33,141,01/02/2020,19:06:14
M,25,7908,63,01/02/2020,18:57:36,232,01/02/2020,19:11:12
M,24,6960,152,01/02/2020,18:57:37,295,01/02/2020,19:14:15
M,38,8488,90,01/02/2020,18:57:39,43,01/02/2020,19:25:10
M,36,9685,141,01/02/2020,18:57:44,37,01/02/2020,19:09:51
M,35,9421,359,01/02/2020,18:57:44,356,01/02/2020,19:04:07
M,41,4313,172,01/02/2020,18:57:48,177,01/02/2020,19:07:56
M,32,9471,145,01/02/2020,18:57:51,148,01/02/2020,19:01:31
M,34,6909,359,01/02/2020,18:57:59,356,01/02/2020,19:04:12
M,36,7312,118,01/02/2020,18:58:00,290,01/02/2020,19:19:26
M,33,8798,61,01/02/2020,18:58:04,64,01/02/2020,19:02:29
M,26,7520,20,01/02/2020,18:58:16,256,01/02/2020,19:03:54
M,36,10495,221,01/02/2020,18:58:43,27,01/02/2020,19:21:39
M,30,8419,154,01/02/2020,18:58:47,140,01/02/2020,19:07:54
M,40,8602,306,01/02/2020,18:58:57,308,01/02/2020,19:01:07
M,47,11161,74,01/02/2020,18:59:01,72,01/02/2020,19:04:37
F,44,11914,135,01/02/2020,18:59:20,50,01/02/2020,19:15:05
M,38,7024,337,01/02/2020,18:59:33,346,01/02/2020,19:05:39
M,29,11753,386,01/02/2020,18:59:45,380,01/02/2020,19:06:30
M,34,8993,195,01/02/2020,18:59:56,134,01/02/2020,19:19:55
F,32,7718,114,01/02/2020,18:59:56,39,01/02/2020,19:14:15
F,21,9812,370,01/02/2020,19:00:03,415,01/02/2020,19:11:33
M,60,3938,164,01/02/2020,19:00:25,165,01/02/2020,19:03:45
M,50,11035,77,01/02/2020,19:00:31,68,01/02/2020,19:04:28
F,33,8996,234,01/02/2020,19:00:36,234,01/02/2020,19:07:28
M,28,8151,169,01/02/2020,19:00:43,169,01/02/2020,19:08:31
M,26,9835,104,01/02/2020,19:00:52,147,01/02/2020,19:15:26
M,57,9018,323,01/02/2020,19:00:59,291,01/02/2020,19:06:29
M,36,4214,73,01/02/2020,19:01:03,87,01/02/2020,19:30:47
M,19,11660,133,01/02/2020,19:01:11,123,01/02/2020,19:03:55
M,31,12130,414,01/02/2020,19:01:14,356,01/02/2020,19:08:49
M,33,10308,81,01/02/2020,19:01:17,309,01/02/2020,19:13:01
M,26,8608,97,01/02/2020,19:01:21,96,01/02/2020,19:15:57
M,24,12141,455,01/02/2020,19:01:25,29,01/02/2020,19:43:33
M,27,15140,33,01/02/2020,19:01:29,33,01/02/2020,19:30:24
F,32,10062,414,01/02/2020,19:01:36,356,01/02/2020,19:08:54
M,45,8576,174,01/02/2020,19:01:41,183,01/02/2020,19:04:04
M,27,8231,47,01/02/2020,19:01:53,53,01/02/2020,19:15:31
M,24,10677,142,01/02/2020,19:02:00,76,01/02/2020,19:24:56
M,29,8922,69,01/02/2020,19:02:05,77,01/02/2020,19:10:06
M,27,7104,131,01/02/2020,19:02:05,233,01/02/2020,19:49:39
M,34,11733,45,01/02/2020,19:02:10,64,01/02/2020,19:07:30
M,33,11577,18,01/02/2020,19:02:11,263,01/02/2020,19:07:50
M,28,11272,69,01/02/2020,19:02:15,77,01/02/2020,19:10:05
M,34,12300,299,01/02/2020,19:02:23,295,01/02/2020,19:07:34
F,26,4357,163,01/02/2020,19:02:23,162,01/02/2020,19:06:56
M,52,9984,89,01/02/2020,19:02:28,89,01/02/2020,19:05:41
F,30,12046,170,01/02/2020,19:02:41,188,01/02/2020,19:16:40
M,41,7068,163,01/02/2020,19:02:42,162,01/02/2020,19:06:47
M,24,15043,327,01/02/2020,19:02:46,391,01/02/2020,19:13:55
M,18,12356,34,01/02/2020,19:02:53,40,01/02/2020,19:43:19
F,25,4105,53,01/02/2020,19:02:55,187,01/02/2020,19:09:26
M,30,11754,46,01/02/2020,19:02:56,64,01/02/2020,19:22:53
F,43,7211,45,01/02/2020,19:03:01,61,01/02/2020,19:13:29
M,22,9567,34,01/02/2020,19:03:03,40,01/02/2020,19:43:18
M,48,7225,66,01/02/2020,19:03:06,22,01/02/2020,19:23:43
M,52,15244,139,01/02/2020,19:03:07,139,01/02/2020,19:40:12
M,26,12503,79,01/02/2020,19:03:10,70,01/02/2020,19:07:51
M,48,8559,164,01/02/2020,19:03:11,29,01/02/2020,19:22:36
M,23,9317,138,01/02/2020,19:03:24,138,01/02/2020,19:10:03
M,38,12011,150,01/02/2020,19:03:30,134,01/02/2020,19:13:35
M,38,11521,365,01/02/2020,19:03:35,385,01/02/2020,19:09:33
M,53,7038,52,01/02/2020,19:03:40,274,01/02/2020,19:10:28
F,41,11682,36,01/02/2020,19:03:50,73,01/02/2020,19:14:15
M,22,9537,158,01/02/2020,19:03:51,156,01/02/2020,19:11:42
M,55,8824,43,01/02/2020,19:04:06,90,01/02/2020,19:18:07
F,30,15026,241,01/02/2020,19:04:11,449,01/02/2020,19:39:13
F,42,11869,369,01/02/2020,19:04:20,363,01/02/2020,19:08:50
M,27,9441,113,01/02/2020,19:04:25,27,01/02/2020,19:09:46
M,49,12168,232,01/02/2020,19:04:44,202,01/02/2020,19:25:10
F,35,9335,183,01/02/2020,19:04:48,71,01/02/2020,19:28:55
M,42,7237,310,01/02/2020,19:04:57,313,01/02/2020,19:09:03
M,39,15095,33,01/02/2020,19:05:22,222,01/02/2020,19:32:09
M,28,15301,241,01/02/2020,19:05:24,449,01/02/2020,19:38:57
F,43,6811,48,01/02/2020,19:05:27,48,01/02/2020,19:27:40
M,60,9534,98,01/02/2020,19:05:28,96,01/02/2020,19:10:27
M,27,9856,321,01/02/2020,19:05:47,443,01/02/2020,19:39:59
F,27,15154,160,01/02/2020,19:05:47,160,01/02/2020,19:10:49
M,33,9724,87,01/02/2020,19:05:49,272,01/02/2020,19:22:22
F,24,7710,321,01/02/2020,19:05:59,401,01/02/2020,19:26:54
M,27,4193,141,01/02/2020,19:06:00,144,01/02/2020,19:09:36
M,32,7040,320,01/02/2020,19:06:07,49,01/02/2020,19:26:38
F,43,10522,141,01/02/2020,19:06:11,142,01/02/2020,19:17:47
F,27,8176,302,01/02/2020,19:06:16,324,01/02/2020,19:12:29
F,26,10900,246,01/02/2020,19:06:23,27,01/02/2020,19:19:45
M,49,10080,126,01/02/2020,19:06:23,123,01/02/2020,19:11:32
M,19,11848,123,01/02/2020,19:06:46,65,01/02/2020,19:21:33
M,64,6983,314,01/02/2020,19:06:49,303,01/02/2020,19:19:07
F,26,7041,325,01/02/2020,19:07:17,297,01/02/2020,19:14:39
M,25,4277,436,01/02/2020,19:07:22,301,01/02/2020,19:32:19
M,28,12204,379,01/02/2020,19:07:27,394,01/02/2020,19:09:51
M,46,8533,240,01/02/2020,19:07:34,462,01/02/2020,19:10:27
M,32,9798,157,01/02/2020,19:07:43,149,01/02/2020,19:19:01
M,53,8669,322,01/02/2020,19:07:51,71,01/02/2020,19:27:14
M,65,7562,187,01/02/2020,19:08:04,187,01/02/2020,19:49:18
M,39,1583,165,01/02/2020,19:08:06,182,01/02/2020,19:15:13
M,33,6762,341,01/02/2020,19:08:20,337,01/02/2020,19:13:16
M,24,10688,30,01/02/2020,19:08:23,223,01/02/2020,19:35:27
M,33,4104,197,01/02/2020,19:08:33,317,01/02/2020,19:38:27
F,31,11088,131,01/02/2020,19:09:01,182,01/02/2020,19:30:01
M,40,11630,47,01/02/2020,19:09:08,124,01/02/2020,19:21:53
M,29,10785,397,01/02/2020,19:09:10,448,01/02/2020,19:45:26
F,39,7414,94,01/02/2020,19:09:17,274,01/02/2020,19:34:27
M,50,2552,66,01/02/2020,19:09:18,146,01/02/2020,19:16:12
F,26,10479,94,01/02/2020,19:09:29,274,01/02/2020,19:35:29
M,25,8213,288,01/02/2020,19:09:31,309,01/02/2020,19:12:37
M,27,9289,43,01/02/2020,19:09:35,43,01/02/2020,19:39:37
M,33,8919,72,01/02/2020,19:09:46,172,01/02/2020,19:23:51
M,28,7484,297,01/02/2020,19:09:51,278,01/02/2020,19:17:55
M,48,12274,217,01/02/2020,19:09:54,6,01/02/2020,19:26:35
M,42,11363,167,01/02/2020,19:09:57,135,01/02/2020,19:32:15
F,35,10903,163,01/02/2020,19:09:59,310,01/02/2020,19:35:39
M,46,15106,33,01/02/2020,19:10:02,467,01/02/2020,19:24:17
F,32,8622,297,01/02/2020,19:10:03,278,01/02/2020,19:18:02
